標題,來源,日期,網址
《半導體》敦南車用電子零組件生產全組設備 德微取得,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94-%E6%95%A6%E5%8D%97%E8%BB%8A%E7%94%A8%E9%9B%BB%E5%AD%90%E9%9B%B6%E7%B5%84%E4%BB%B6%E7%94%9F%E7%94%A2%E5%85%A8%E7%B5%84%E8%A8%AD%E5%82%99-%E5%BE%B7%E5%BE%AE%E5%8F%96%E5%BE%97-074022328.html
【公告】代重要子公司合富(中國)醫療科技股份有限公司股東會通過利潤分配預案,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E9%87%8D%E8%A6%81%E5%AD%90%E5%85%AC%E5%8F%B8%E5%90%88%E5%AF%8C-%E4%B8%AD%E5%9C%8B-%E9%86%AB%E7%99%82%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E6%9D%B1%E6%9C%83%E9%80%9A%E9%81%8E%E5%88%A9%E6%BD%A4%E5%88%86%E9%85%8D%E9%A0%90%E6%A1%88-104349493.html
這檔大中華人氣基金賺贏同類型10倍,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E9%80%99%E6%AA%94%E5%A4%A7%E4%B8%AD%E8%8F%AF%E4%BA%BA%E6%B0%A3%E5%9F%BA%E9%87%91%E8%B3%BA%E8%B4%8F%E5%90%8C%E9%A1%9E%E5%9E%8B10%E5%80%8D-011200891.html
【公告】華德動能與車王電子股份有限公司聯合法人說明會,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%8F%AF%E5%BE%B7%E5%8B%95%E8%83%BD%E8%88%87%E8%BB%8A%E7%8E%8B%E9%9B%BB%E5%AD%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%81%AF%E5%90%88%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-072742260.html
《大陸股市》光伏股衝高 天然氣板塊火熱,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E5%85%89%E4%BC%8F%E8%82%A1%E8%A1%9D%E9%AB%98-%E5%A4%A9%E7%84%B6%E6%B0%A3%E6%9D%BF%E5%A1%8A%E7%81%AB%E7%86%B1-065223931.html
《金融股》大展證前11月EPS0.72元,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E5%A4%A7%E5%B1%95%E8%AD%89%E5%89%8D11%E6%9C%88eps0-72%E5%85%83-080824922.html
【公告】「湧德三」12月11日開始買賣,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%B9%A7%E5%BE%B7%E4%B8%89-12%E6%9C%8811%E6%97%A5%E9%96%8B%E5%A7%8B%E8%B2%B7%E8%B3%A3-122000374.html
《國際金融》BoE專家：英國消費者支出開始回復,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%9C%8B%E9%9A%9B%E9%87%91%E8%9E%8D-boe%E5%B0%88%E5%AE%B6-%E8%8B%B1%E5%9C%8B%E6%B6%88%E8%B2%BB%E8%80%85%E6%94%AF%E5%87%BA%E9%96%8B%E5%A7%8B%E5%9B%9E%E5%BE%A9-080257400.html
【公告】為升受邀出席凱基證券舉辦之法人說明會,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%82%BA%E5%8D%87%E5%8F%97%E9%82%80%E5%87%BA%E5%B8%AD%E5%87%B1%E5%9F%BA%E8%AD%89%E5%88%B8%E8%88%89%E8%BE%A6%E4%B9%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-005356710.html
〈台股盤前〉法人籌碼鬆動見結帳跡象 處偏多整理格局,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E5%89%8D-%E6%B3%95%E4%BA%BA%E7%B1%8C%E7%A2%BC%E9%AC%86%E5%8B%95%E8%A6%8B%E7%B5%90%E5%B8%B3%E8%B7%A1%E8%B1%A1-%E8%99%95%E5%81%8F%E5%A4%9A%E6%95%B4%E7%90%86%E6%A0%BC%E5%B1%80-002443653.html
《大陸股市》貴州茅台 天價再現,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E8%B2%B4%E5%B7%9E%E8%8C%85%E5%8F%B0-%E5%A4%A9%E5%83%B9%E5%86%8D%E7%8F%BE-024450663.html
聚碩 前三季EPS 2.21元,UDN 聯合新聞網,2020年11月18日,https://udn.com/news/story/7253/5013532
鎧勝併入和碩將 明年1月7日起終止上市,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E9%8E%A7%E5%8B%9D%E4%BD%B5%E5%85%A5%E5%92%8C%E7%A2%A9%E5%B0%87-%E6%98%8E%E5%B9%B41%E6%9C%887%E6%97%A5%E8%B5%B7%E7%B5%82%E6%AD%A2%E4%B8%8A%E5%B8%82-105343598.html
《深滬股》上証指數下跌6.43點、深成指數下跌16.01點,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E6%B7%B1%E6%BB%AC%E8%82%A1-%E4%B8%8A%E8%A8%BC%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C6-43%E9%BB%9E-%E6%B7%B1%E6%88%90%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C16-01%E9%BB%9E-070529419.html
【公告】「新光Shiller CAPE」受益憑證12月8日起暫停融資融券交易,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%96%B0%E5%85%89shiller-cape-%E5%8F%97%E7%9B%8A%E6%86%91%E8%AD%8912%E6%9C%888%E6%97%A5%E8%B5%B7%E6%9A%AB%E5%81%9C%E8%9E%8D%E8%B3%87%E8%9E%8D%E5%88%B8%E4%BA%A4%E6%98%93-122200312.html
【公告】明泰接獲佳世達通知取得明泰已發行股份總數超過二分之一以上,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%98%8E%E6%B3%B0%E6%8E%A5%E7%8D%B2%E4%BD%B3%E4%B8%96%E9%81%94%E9%80%9A%E7%9F%A5%E5%8F%96%E5%BE%97%E6%98%8E%E6%B3%B0%E5%B7%B2%E7%99%BC%E8%A1%8C%E8%82%A1%E4%BB%BD%E7%B8%BD%E6%95%B8%E8%B6%85%E9%81%8E%E4%BA%8C%E5%88%86%E4%B9%8B-%E4%BB%A5%E4%B8%8A-112756928.html
【公告】世芯-KY應邀參加瑞士信貸舉辦之NDR (海外投資人會議),Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%B8%96%E8%8A%AF-ky%E6%87%89%E9%82%80%E5%8F%83%E5%8A%A0%E7%91%9E%E5%A3%AB%E4%BF%A1%E8%B2%B8%E8%88%89%E8%BE%A6%E4%B9%8Bndr-%E6%B5%B7%E5%A4%96%E6%8A%95%E8%B3%87%E4%BA%BA%E6%9C%83%E8%AD%B0-065535428.html
《深滬股》上証指數下跌12.1774點、深成指數下跌0.8785點,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E6%B7%B1%E6%BB%AC%E8%82%A1-%E4%B8%8A%E8%A8%BC%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C12-1774%E9%BB%9E-%E6%B7%B1%E6%88%90%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C0-8785%E9%BB%9E-023239110.html
【公告】大展證一○九年十一月份合併營運情形,Yahoo奇摩理財,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%A4%A7%E5%B1%95%E8%AD%89-%E4%B9%9D%E5%B9%B4%E5%8D%81-%E6%9C%88%E4%BB%BD%E5%90%88%E4%BD%B5%E7%87%9F%E9%81%8B%E6%83%85%E5%BD%A2-080234226.html
《電腦設備》撼訊列注意股10月每股純益0.24元,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E9%9B%BB%E8%85%A6%E8%A8%AD%E5%82%99-%E6%92%BC%E8%A8%8A%E5%88%97%E6%B3%A8%E6%84%8F%E8%82%A1-10%E6%9C%88%E6%AF%8F%E8%82%A1%E7%B4%94%E7%9B%8A0-24%E5%85%83-082509764.html
