標題,來源,日期,網址
《金融股》玉山金11月獲利雙增 Q4拚向上,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E7%8E%89%E5%B1%B1%E9%87%9111%E6%9C%88%E7%8D%B2%E5%88%A9%E9%9B%99%E5%A2%9E-q4%E6%8B%9A%E5%90%91%E4%B8%8A-003303657.html
《大陸股市》金融股走高 白酒股續揚,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E9%87%91%E8%9E%8D%E8%82%A1%E8%B5%B0%E9%AB%98-%E7%99%BD%E9%85%92%E8%82%A1%E7%BA%8C%E6%8F%9A-061955268.html
黑豹男主角罹癌病逝 2020推特最受關注推文,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E9%BB%91%E8%B1%B9%E7%94%B7%E4%B8%BB%E8%A7%92%E7%BD%B9%E7%99%8C%E7%97%85%E9%80%9D-2020%E6%8E%A8%E7%89%B9%E6%9C%80%E5%8F%97%E9%97%9C%E6%B3%A8%E6%8E%A8%E6%96%87-170332745.html
《電腦設備》超眾股臨會 公司名變更,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E9%9B%BB%E8%85%A6%E8%A8%AD%E5%82%99-%E8%B6%85%E7%9C%BE%E8%82%A1%E8%87%A8%E6%9C%83-%E5%85%AC%E5%8F%B8%E5%90%8D%E8%AE%8A%E6%9B%B4-022109397.html
【台股開盤】跌4.66點,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E9%96%8B%E7%9B%A4-%E8%B7%8C4-66%E9%BB%9E-010413895.html
美股大崩盤前，手握1億美元放空...最傳奇的美股投機客：虧損 ...,商周財富網,2020年12月2日,https://wealth.businessweekly.com.tw/GArticle.aspx?id=ARTL003003689
「蝦皮」推延45天付款 立委憂再現「卡債風暴」,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/video/%E8%9D%A6%E7%9A%AE-%E6%8E%A8%E5%BB%B645%E5%A4%A9%E4%BB%98%E6%AC%BE-%E7%AB%8B%E5%A7%94%E6%86%82%E5%86%8D%E7%8F%BE-%E5%8D%A1%E5%82%B5%E9%A2%A8%E6%9A%B4-124934553.html
【下周亮點】12/07～12/11未來一周台股焦點,Yahoo奇摩股市,2020年12月6日,https://tw.stock.yahoo.com/news/%E4%B8%8B%E5%91%A8%E4%BA%AE%E9%BB%9E-1207-1211-%E6%9C%AA%E4%BE%86%E4%B8%80%E5%91%A8%E5%8F%B0%E8%82%A1%E7%84%A6%E9%BB%9E-010639365.html
【美股盤後】多收跌,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E7%9B%A4%E5%BE%8C-%E5%A4%9A%E6%94%B6%E8%B7%8C-215210127.html
《台北股市》當沖樂 三指標創新高,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E7%95%B6%E6%B2%96%E6%A8%82-%E4%B8%89%E6%8C%87%E6%A8%99%E5%89%B5%E6%96%B0%E9%AB%98-234703666.html
康訊因有重大訊息待公佈，經櫃買中心同意自12/9起暫停交易,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%BA%B7%E8%A8%8A%E5%9B%A0%E6%9C%89%E9%87%8D%E5%A4%A7%E8%A8%8A%E6%81%AF%E5%BE%85%E5%85%AC%E4%BD%88-%E7%B6%93%E6%AB%83%E8%B2%B7%E4%B8%AD%E5%BF%83%E5%90%8C%E6%84%8F%E8%87%AA12-9%E8%B5%B7%E6%9A%AB%E5%81%9C%E4%BA%A4%E6%98%93-113900134.html
中華電信ADR7日上漲0.05美元漲幅0.13%折台股109.34元,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E4%B8%AD%E8%8F%AF%E9%9B%BB%E4%BF%A1adr7%E6%97%A5%E4%B8%8A%E6%BC%B20-05%E7%BE%8E%E5%85%83%E6%BC%B2%E5%B9%850-13-%E6%8A%98%E5%8F%B0%E8%82%A1109-34%E5%85%83-010113608.html
迎接養殖業禁用抗生素商機 達邦蛋白漳州廠啟動擴產,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E8%BF%8E%E6%8E%A5%E9%A4%8A%E6%AE%96%E6%A5%AD%E7%A6%81%E7%94%A8%E6%8A%97%E7%94%9F%E7%B4%A0%E5%95%86%E6%A9%9F-%E9%81%94%E9%82%A6%E8%9B%8B%E7%99%BD%E6%BC%B3%E5%B7%9E%E5%BB%A0%E5%95%9F%E5%8B%95%E6%93%B4%E7%94%A2-122116446.html?bcmt=1
《國際油價》中美關係緊張 美油期貨跌逾1%,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%9C%8B%E9%9A%9B%E6%B2%B9%E5%83%B9-%E4%B8%AD%E7%BE%8E%E9%97%9C%E4%BF%82%E7%B7%8A%E5%BC%B5-%E7%BE%8E%E6%B2%B9%E6%9C%9F%E8%B2%A8%E8%B7%8C%E9%80%BE1-014256929.html
所有 Steam 用戶都可以用 PS5 的 DualSense 手把玩遊戲了,Yahoo奇摩理財,2020年12月8日,https://tw.stock.yahoo.com/news/valve-ps-5-controller-support-steam-123908076.html
《金融股》兆豐金前11月每股賺1.69元,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E5%85%86%E8%B1%90%E9%87%91%E5%89%8D11%E6%9C%88%E6%AF%8F%E8%82%A1%E8%B3%BA1-69%E5%85%83-085150452.html
新台幣開盤升2.14角 為28.32元,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E6%96%B0%E5%8F%B0%E5%B9%A3%E9%96%8B%E7%9B%A4%E5%8D%872-14%E8%A7%92-%E7%82%BA28-32%E5%85%83-010513590.html
【公告】亞諾法已完成COVID-19病毒抗原檢測快篩試驗,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BA%9E%E8%AB%BE%E6%B3%95%E5%B7%B2%E5%AE%8C%E6%88%90covid-19%E7%97%85%E6%AF%92%E6%8A%97%E5%8E%9F%E6%AA%A2%E6%B8%AC%E5%BF%AB%E7%AF%A9%E8%A9%A6%E9%A9%97-003712742.html
《Q3財報》鈊象/宇峻/辣椒季年雙成長；寬宏轉盈,Yahoo奇摩股市,2020年11月18日,https://tw.stock.yahoo.com/news/q3%E8%B2%A1%E5%A0%B1-%E9%88%8A%E8%B1%A1-%E5%AE%87%E5%B3%BB-%E8%BE%A3%E6%A4%92%E5%AD%A3%E5%B9%B4%E9%9B%99%E6%88%90%E9%95%B7-%E5%AF%AC%E5%AE%8F%E8%BD%89%E7%9B%88-032900240.html
與陸打交道 拜登堅持國際規範,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E8%88%87%E9%99%B8%E6%89%93%E4%BA%A4%E9%81%93-%E6%8B%9C%E7%99%BB%E5%A0%85%E6%8C%81%E5%9C%8B%E9%9A%9B%E8%A6%8F%E7%AF%84-201000166.html?bcmt=1
