標題,來源,日期,網址
斜槓成就業趨勢！上班族想加薪，先掌握跨領域技能,今周刊,2019年12月30日,https://www.businesstoday.com.tw/article/category/80407/post/201912300032/%E6%96%9C%E6%A7%93%E6%88%90%E5%B0%B1%E6%A5%AD%E8%B6%A8%E5%8B%A2%EF%BC%81%E4%B8%8A%E7%8F%AD%E6%97%8F%E6%83%B3%E5%8A%A0%E8%96%AA%EF%BC%8C%E5%85%88%E6%8E%8C%E6%8F%A1%E8%B7%A8%E9%A0%98%E5%9F%9F%E6%8A%80%E8%83%BD
從台股157檔「高價股」，逮到賺錢機會！未來從股市撈錢 ...,商周財富網,2017年12月12日,http://wealth.businessweekly.com.tw/GArticle.aspx?id=ARTL000104574
社保基金突然大幅加仓这些股票,东方财富网,2020年4月21日,http://finance.eastmoney.com/a/202004211462120027.html
手握至少1500亿股票中国最“牛”长线投资机构“底牌”揭晓,新浪网,2020年11月9日,https://finance.sina.com.cn/stock/marketresearch/2020-11-02/doc-iiznezxr9525619.shtml
[表二1]台灣集中市場漲跌幅前30名| Anue鉅亨- 表一表八,鉅亨網,2016年8月18日,https://news.cnyes.com/news/id/2162320
如何留住人才？工作與生活時間平衡是關鍵！,今周刊,2019年2月19日,https://www.businesstoday.com.tw/article/category/80407/post/201902190025/%E5%A6%82%E4%BD%95%E7%95%99%E4%BD%8F%E4%BA%BA%E6%89%8D%EF%BC%9F%E5%B7%A5%E4%BD%9C%E8%88%87%E7%94%9F%E6%B4%BB%E6%99%82%E9%96%93%E5%B9%B3%E8%A1%A1%E6%98%AF%E9%97%9C%E9%8D%B5%EF%BC%81
更生日報宜蘭花蓮台東新聞,更生日報,2019年11月5日,http://www.ksnews.com.tw/index.php/news/contents_page/0001316122
长春高新罕见跌停公司称生产经营一切正常_ 证券时报网,证券时报,2020年9月15日,https://stock.stcn.com/djjd/202009/t20200915_2354502.html
三一重工：2020年半年度报告摘要_股票频道_证券之星,证券之星,2020年8月28日,https://stock.stockstar.com/notice/JC2020082800000022.shtml
更生日報宜蘭花蓮台東新聞,更生日報,2019年6月30日,http://www.ksnews.com.tw/index.php/news/contents_page/0001279446
