標題,來源,日期,網址
【公告】代子公司聯鋌營造取得「台鹽綠能股份有限公司嘉義義竹漁電共生案」,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E8%81%AF%E9%8B%8C%E7%87%9F%E9%80%A0%E5%8F%96%E5%BE%97-%E5%8F%B0%E9%B9%BD%E7%B6%A0%E8%83%BD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%98%89%E7%BE%A9%E7%BE%A9%E7%AB%B9%E6%BC%81%E9%9B%BB%E5%85%B1%E7%94%9F%E6%A1%88-105724132.html
《資訊服務》敦陽科前三季每股盈餘3.39元,Yahoo奇摩新聞,2020年11月9日,https://tw.stock.yahoo.com/news/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99-%E6%95%A6%E9%99%BD%E7%A7%91%E5%89%8D%E4%B8%89%E5%AD%A3%E6%AF%8F%E8%82%A1%E7%9B%88%E9%A4%983-39%E5%85%83-081121117.html
【台股盤中】電子權值股軟腳 挑戰萬四仍有機會,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD-%E9%9B%BB%E5%AD%90%E6%AC%8A%E5%80%BC%E8%82%A1%E8%BB%9F%E8%85%B3-%E6%8C%91%E6%88%B0%E8%90%AC%E5%9B%9B%E4%BB%8D%E6%9C%89%E6%A9%9F%E6%9C%83-025245416.html
【公告】群益金鼎證券12月3日起任永豐實興櫃股票推薦證券商,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%BE%A4%E7%9B%8A%E9%87%91%E9%BC%8E%E8%AD%89%E5%88%B812%E6%9C%883%E6%97%A5%E8%B5%B7%E4%BB%BB%E6%B0%B8%E8%B1%90%E5%AF%A6%E8%88%88%E6%AB%83%E8%82%A1%E7%A5%A8%E6%8E%A8%E8%96%A6%E8%AD%89%E5%88%B8%E5%95%86-122306093.html
【公告】受邀參加2020年第四季富邦投資論壇,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8F%97%E9%82%80%E5%8F%83%E5%8A%A02020%E5%B9%B4%E7%AC%AC%E5%9B%9B%E5%AD%A3%E5%AF%8C%E9%82%A6%E6%8A%95%E8%B3%87%E8%AB%96%E5%A3%87-004231380.html
【公告】匯嘉健康12月15日登錄創櫃板,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8C%AF%E5%98%89%E5%81%A5%E5%BA%B712%E6%9C%8815%E6%97%A5%E7%99%BB%E9%8C%84%E5%89%B5%E6%AB%83%E6%9D%BF-122306686.html
《台北股市》11月25日股市備忘錄,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-11%E6%9C%8825%E6%97%A5%E8%82%A1%E5%B8%82%E5%82%99%E5%BF%98%E9%8C%84-233221029.html
【公告】直得普通股股票初次上市暨終止上櫃買賣日期,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%9B%B4%E5%BE%97%E6%99%AE%E9%80%9A%E8%82%A1%E8%82%A1%E7%A5%A8%E5%88%9D%E6%AC%A1%E4%B8%8A%E5%B8%82%E6%9A%A8%E7%B5%82%E6%AD%A2%E4%B8%8A%E6%AB%83%E8%B2%B7%E8%B3%A3%E6%97%A5%E6%9C%9F-041323383.html
繼谷歌波克夏後龍巖斥資3.16億元買微軟普通股,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E7%B9%BC%E8%B0%B7%E6%AD%8C%E6%B3%A2%E5%85%8B%E5%A4%8F%E5%BE%8C-%E9%BE%8D%E5%B7%96%E6%96%A5%E8%B3%873-16%E5%84%84%E5%85%83%E8%B2%B7%E5%BE%AE%E8%BB%9F%E6%99%AE%E9%80%9A%E8%82%A1-135633721.html
【公告】達亞股票初次上櫃前現金增資發行新股承銷價格,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E4%BA%9E%E8%82%A1%E7%A5%A8%E5%88%9D%E6%AC%A1%E4%B8%8A%E6%AB%83%E5%89%8D%E7%8F%BE%E9%87%91%E5%A2%9E%E8%B3%87%E7%99%BC%E8%A1%8C%E6%96%B0%E8%82%A1%E6%89%BF%E9%8A%B7%E5%83%B9%E6%A0%BC-093916039.html
《營建股》鄉林斥資5.11億元 取得彰化土地,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E7%87%9F%E5%BB%BA%E8%82%A1-%E9%84%89%E6%9E%97%E6%96%A5%E8%B3%875-11%E5%84%84%E5%85%83-%E5%8F%96%E5%BE%97%E5%BD%B0%E5%8C%96%E5%9C%9F%E5%9C%B0-075151924.html
《深滬股》上証指數下跌0.1883點、深成指數下跌74.5126點,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E6%B7%B1%E6%BB%AC%E8%82%A1-%E4%B8%8A%E8%A8%BC%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C0-1883%E9%BB%9E-%E6%B7%B1%E6%88%90%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C74-5126%E9%BB%9E-033235423.html
《資訊服務》年底可認列25億元 敦陽科今年獲利可期,Yahoo奇摩股市,2020年9月16日,https://tw.stock.yahoo.com/news/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99-%E5%B9%B4%E5%BA%95%E5%8F%AF%E8%AA%8D%E5%88%9725%E5%84%84%E5%85%83-%E6%95%A6%E9%99%BD%E7%A7%91%E4%BB%8A%E5%B9%B4%E7%8D%B2%E5%88%A9%E5%8F%AF%E6%9C%9F-041557416.html
《光電股》元晶綠能政策加持,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%85%89%E9%9B%BB%E8%82%A1-%E5%85%83%E6%99%B6%E7%B6%A0%E8%83%BD%E6%94%BF%E7%AD%96%E5%8A%A0%E6%8C%81-084033825.html
《產業》北市一地難求 建商卡位停車場,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E7%94%A2%E6%A5%AD-%E5%8C%97%E5%B8%82-%E5%9C%B0%E9%9B%A3%E6%B1%82-%E5%BB%BA%E5%95%86%E5%8D%A1%E4%BD%8D%E5%81%9C%E8%BB%8A%E5%A0%B4-003711295.html
